,은행명,지로코드,점포명,지점/출장소,점포형태(대), 점포형태(소),모점명,영업본부,특,구/시/군,구/읍/면/동,말단행정구역,건물번호 등,도로명,개점일,전화번호
1356,기업은행,032133,약수동,지점,,,,중부본부,서울특별시,중구,신당동,,368-100,다산로 112,1984-09-19 00:00:00,02-2233-9523~4
1357,기업은행,032146,오류동,지점,,,,남부본부,서울특별시,구로구,오류동,,9-231,경인로 187,1984-11-12 00:00:00,02-2619-2503~4
1358,기업은행,032159,석촌고분역,지점,,,,강동본부,서울특별시,송파구,석촌동,,213,삼학사로 48,1984-11-13 00:00:00,02-414-8233~5
1359,기업은행,032162,서초남,지점,,,,강남본부,서울특별시,서초구,서초동,,1599-11,서초중앙로 63,1985-12-02 00:00:00,02-585-0143~5
1360,기업은행,032175,삼성동,지점,,,,강남본부,서울특별시,강남구,논현동,,277-27,봉은사로 303,1985-12-10 00:00:00,02-548-3705
1361,기업은행,032188,성수2가,지점,,,,중부본부,서울특별시,성동구,성수동2가,,275-8,동일로 81,1985-12-05 00:00:00,02-467-1755~7
1362,기업은행,032191,독산중앙,지점,,,,남중본부,서울특별시,금천구,독산동,,148-17,가산로 78,1989-04-21 00:00:00,02-853-5013~6
1363,기업은행,032201,마포역,지점,,,,강서제주,서울특별시,마포구,마포동,,140,마포대로 20,1986-11-12 00:00:00,02-719-7503~4
1364,기업은행,032214,서여의도,지점,,,,강서제주,서울특별시,영등포구,여의도동,,16-2,은행로 30,1987-01-10 00:00:00,02-785-2908~9
1365,기업은행,032227,MBC,지점,,,,강서제주,서울특별시,마포구,상암동,,1603,성암로 267,1986-10-21 00:00:00,02-785-2039
1366,기업은행,032269,남구로,지점,,,,남부본부,서울특별시,구로구,구로동,,732-1,구로동로 126-2,1989-06-27 00:00:00,02-858-1813~5
1367,기업은행,032337,교대역,지점,,,,강남본부,서울특별시,서초구,서초동,,1716-4,서초대로 275,1990-11-22 00:00:00,02-594-4815~7
1368,기업은행,032366,마들역,지점,,,,강북본부,서울특별시,노원구,상계동,,651-8,동일로 1527,1990-12-14 00:00:00,02-950-0320
1369,기업은행,032447,청담동,지점,,,,강남본부,서울특별시,강남구,청담동,,5,도산대로 446,1990-12-21 00:00:00,02-515-1853
1370,기업은행,032502,방이역,지점,,,,강동본부,서울특별시,송파구,오금동,,17-7,마천로5길 4,1989-07-20 00:00:00,02-404-4105~6
1371,기업은행,032573,양재동,지점,,,,강남본부,서울특별시,서초구,양재동,,275-3,마방로10길 25,1991-06-11 00:00:00,02-578-0812~5
1372,기업은행,032612,건대역,지점,,,,강동본부,서울특별시,광진구,화양동,,7-2,아차산로 237,1989-09-26 00:00:00,02-462-3205
1373,기업은행,032748,신사동,지점,,,,강남본부,서울특별시,강남구,신사동,,538,도산대로 139,1989-12-28 00:00:00,"02-511-5804,5910"
1374,기업은행,032777,대학로,지점,,,,중부본부,서울특별시,종로구,동숭동,,1-83,동숭길 101,1990-05-03 00:00:00,02-744-0375~6
1375,기업은행,032816,마장동,지점,,,,중부본부,서울특별시,성동구,마장동,,771-8,마장로 309,1990-06-12 00:00:00,02-2298-6716
1376,기업은행,032845,용산전자,지점,,,,중부본부,서울특별시,용산구,한강로2가,,16-1,청파로20길 34,1990-10-17 00:00:00,02-703-2146
1377,기업은행,033019,응암동,지점,,,,서부본부,서울특별시,은평구,응암동,,64-18,은평로 210,1992-06-26 00:00:00,02-382-2259
1378,기업은행,033022,이수역,지점,,,,강남본부,서울특별시,서초구,방배동,,1823,동작대로 134,1992-07-21 00:00:00,"02-596-0462-3,0365"
1379,기업은행,033080,구로디지털중앙,지점,,,,남부본부,서울특별시,구로구,구로동,,851,디지털로 242,1992-12-07 00:00:00,02-2621-2444~6
1380,기업은행,033103,수유역,지점,,,,강북본부,서울특별시,강북구,수유동,,229-16,도봉로 325,1993-02-15 00:00:00,02-902-4843
1381,기업은행,033116,가양동,지점,,,,강서제주,서울특별시,강서구,등촌동,,684-1,강서로 468,1993-02-26 00:00:00,02-3661-8879
1382,기업은행,033174,공릉역,지점,,,,강북본부,서울특별시,노원구,공릉동,,383-8,동일로 1073,1993-07-14 00:00:00,02-949-4839
1383,기업은행,033213,목동쉐르빌,지점,,,,강서제주,서울특별시,양천구,신정동,,318-10,목동동로 189,1993-07-29 00:00:00,02-2655-2072~3
1384,기업은행,033239,가락동,지점,,,,강동본부,서울특별시,송파구,가락동,,99-5,중대로 97,1993-09-17 00:00:00,02-449-8524~6
1385,기업은행,033271,서초3동,지점,,,,강남본부,서울특별시,서초구,서초동,,1487-7,효령로 210,1993-10-26 00:00:00,02-598-2484~5
1386,기업은행,033336,시흥유통센터,지점,,,,남중본부,서울특별시,금천구,시흥동,,984,시흥대로 97,1994-05-12 00:00:00,02-808-2879
1387,기업은행,033378,무역센터,지점,,,,강남본부,서울특별시,강남구,삼성동,,157-31,테헤란로 501,1994-11-22 00:00:00,02-538-8377
1388,기업은행,033433,한티역,지점,,,,강남본부,서울특별시,강남구,대치동,,921-3,선릉로 332,1995-03-27 00:00:00,02-508-3983
1389,기업은행,033488,구의동,지점,,,,강동본부,서울특별시,광진구,구의동,,233-2,광나루로 520,1995-04-27 00:00:00,02-3436-2106~7
1390,기업은행,033909,역삼남,지점,,,,강남본부,서울특별시,강남구,도곡동,,545-14,도곡로 182,1997-04-29 00:00:00,02-577-3955
1391,기업은행,034209,구로디지털,지점,,,,남부본부,서울특별시,구로구,구로동,,197-7,디지털로31길 19,2000-10-24 00:00:00,02-867-0343~5
1392,기업은행,034487,도곡팰리스,지점,,,,강남본부,서울특별시,강남구,도곡동,,467-18,언주로 122,2002-11-04 00:00:00,02-2057-9831~2
1393,기업은행,034490,한국기술센터(출),출장소,,,선릉역,강남본부,서울특별시,강남구,역삼동,,701-7,테헤란로 305,2002-12-03 00:00:00,02-6009-3400~1
1394,기업은행,034759,강동구청역,지점,,,,강동본부,서울특별시,강동구,성내동,,551-1,성내로6길 11,2005-02-24 00:00:00,02-478-7248
1395,기업은행,034775,테헤란로중앙,지점,,,,강남본부,서울특별시,강남구,대치동,,890-8,테헤란로 416,2005-02-14 00:00:00,02-2052-0172~4
1396,기업은행,034788,가산디지털역,지점,,,,남부본부,서울특별시,금천구,가산동,,371-28,가산디지털1로 168,2005-02-14 00:00:00,02-2026-5544
1397,기업은행,034801,강남대로,지점,,,,강남본부,서울특별시,서초구,서초동,,1338-20,강남대로 305,2005-02-14 00:00:00,02-3472-8600
1398,기업은행,034843,강서중앙,지점,,,,강서제주,서울특별시,강서구,등촌동,,656-54,공항대로 411,2005-06-20 00:00:00,"02-3663-7575,5782~3"
1399,기업은행,035004,여의도한국투자증권,지점,,,,강서제주,서울특별시,영등포구,여의도동,,27-1,의사당대로 88,2006-03-30 00:00:00,02-3276-5463~5
1400,기업은행,035017,우장산역,지점,,,,강서제주,서울특별시,강서구,화곡동,,1165-1,강서로 242,2006-03-28 00:00:00,02-2699-1703~4
1401,기업은행,035020,중계동WM센터,지점,,,,본부직할,서울특별시,노원구,중계동,,366-5,중계로 206,2006-03-15 00:00:00,02-939-3585~7
1402,기업은행,035130,뚝섬역,지점,,,,중부본부,서울특별시,성동구,성수동1가 ,,16-4,성수일로 55,2006-06-22 00:00:00,02-2205-2053
1403,기업은행,035143,가산동,지점,,,,남부본부,서울특별시,금천구,가산동,,481-10,가산디지털2로 184,2006-06-15 00:00:00,"02-868-4232~4,7"
1404,기업은행,035253,보라매,지점,,,,남중본부,서울특별시,동작구,신대방동,,395-68,보라매로5가길 24,2006-11-28 00:00:00,02-842-0057
1405,기업은행,035347,원효로,지점,,,,중부본부,서울특별시,용산구,원효로3가,,52-5,원효로 142,2007-01-15 00:00:00,02-706-6682~4
1406,기업은행,035376,양재역,지점,,,,강남본부,서울특별시,서초구,양재동,,13-4,강남대로 216,2007-01-29 00:00:00,"02-3462-6494~6,8"
1407,기업은행,035402,양평동,지점,,,,강서제주,서울특별시,영등포구,양평동3가,,46,선유로 146,2007-01-03 00:00:00,"02-2628-0907~8,0911"
1408,기업은행,035415,가산패션타운,지점,,,,남부본부,서울특별시,금천구,가산동,,50-3,벚꽃로 298,2007-01-23 00:00:00,02-2083-8806
1409,기업은행,035509,문래하이테크,지점,,,,강서제주,서울특별시,영등포구,문래동3가,,55-20,경인로 775,2007-04-05 00:00:00,02-3667-3473~6
1410,기업은행,035512,학동역,지점,,,,강남본부,서울특별시,강남구,논현동,,58-7,학동로 177,2007-04-27 00:00:00,02-3448-0833~5
1411,기업은행,035541,목동WM센터,지점,,,,본부직할,서울특별시,양천구,목동,,908-28,목동동로 401,2007-11-20 00:00:00,02-2061-4593
1412,기업은행,035680,독산역,지점,,,,남중본부,서울특별시,금천구,가산동,,680,가산디지털1로 2,2007-06-07 00:00:00,02-2027-2853~5
1413,기업은행,035855,둔촌동,지점,,,,강동본부,서울특별시,강동구,성내동,,440-30,양재대로 1317,2007-08-23 00:00:00,02-482-7502~3
1414,기업은행,035868,구로삼성IT,지점,,,,남부본부,서울특별시,구로구,구로동,,197-5,디지털로33길 27,2007-08-21 00:00:00,02-2028-2171~3
1415,기업은행,035884,언주역,지점,,,,강남본부,서울특별시,강남구,논현동,,192-19,봉은사로 179,2007-09-05 00:00:00,02-545-4327~9
1416,기업은행,035923,강남대로중앙,지점,,,,강남본부,서울특별시,서초구,서초동,,1329-8,강남대로 341,2007-10-30 00:00:00,02-523-6092~3
1417,기업은행,035949,강남기업금융센터,지점,,,,기업본부,서울특별시,강남구,역삼동,,825,강남대로 390,2007-07-12 00:00:00,02-2046-1002~1020
1418,기업은행,035952,본부기업금융센터,지점,,,,기업본부,서울특별시,중구,을지로2가,,50,을지로 79,2007-07-12 00:00:00,02-729-7676
1419,기업은행,035965,방배중앙,지점,,,,강남본부,서울특별시,서초구,방배동,,796-27,방배로 226,2007-10-23 00:00:00,02-3482-4136~8
1420,기업은행,036003,마포중앙,지점,,,,강서제주,서울특별시,마포구,도화동,,559,마포대로 53,2007-12-11 00:00:00,"02-717-7903, 7994"
1421,기업은행,036155,동부이촌동WM센터,지점,,,,본부직할,서울특별시,용산구,이촌동,,302-68,이촌로 182,2008-01-29 00:00:00,02-792-6722~4
1422,기업은행,036320,구로유통단지,지점,,,,남부본부,서울특별시,구로구,구로동,,600-71,경인로53길 8,2008-07-09 00:00:00,02-2672-7913~5
1423,기업은행,036333,역삼역,지점,,,,강남본부,서울특별시,강남구,역삼동,,727-7,논현로 418,2008-07-14 00:00:00,02-3454-1685~6
1424,기업은행,036524,반포자이WM센터,지점,,,,본부직할,서울특별시,서초구,반포동,,20-45,잠원로 24,2009-03-03 00:00:00,02-3482-9831~4
1425,기업은행,036553,강남구청,지점,,,,강남본부,서울특별시,강남구,청담동,,45-1,학동로 429,2009-04-01 00:00:00,02-515-4488
1426,기업은행,036647,가산IT밸리,지점,,,,남부본부,서울특별시,금천구,가산동,,345-90,가산디지털2로 53,2010-01-05 00:00:00,02-6343-6500
1427,기업은행,036663,가산디지털,지점,,,,남부본부,서울특별시,금천구,가산동,,371-50,가산디지털1로 145,2009-12-10 00:00:00,02-2624-0581~4
1428,기업은행,036676,서초중앙,지점,,,,강남본부,서울특별시,서초구,서초동,,1603-54,효령로 321,2009-11-23 00:00:00,02-591-2615~8
1429,기업은행,036744,공덕동,지점,,,,강서제주,서울특별시,마포구,공덕동,,168,마포대로 163,2009-12-21 00:00:00,02-2174-4000~6
1430,기업은행,036760,이동점포(U-IBK2호),출장소,,,,본부직할,서울특별시,중구,을지로2가,,50,을지로 79,2010-02-05 00:00:00,
1431,기업은행,036896,한성대학교(출),출장소,,,돈암동,강북본부,서울특별시,성북구,삼선동2가,,362,삼선교로16길 116,2010-06-03 00:00:00,02-745-2611~3
1432,기업은행,036948,LG광화문,지점,,,,중부본부,서울특별시,종로구,신문로2가,,92,새문안로 58,2010-09-27 00:00:00,02-735-6826~7
1433,기업은행,038399,강남WM센터,지점,,,,본부직할,서울특별시,강남구,도곡동,,467-7,언주로30길 21,2009-09-28 00:00:00,02-578-6911
1434,기업은행,038551,한남동WM센터,지점,,,,본부직할,서울특별시,용산구,한남동,,707-18,한남대로 72,2012-03-26 00:00:00,02-3425-4033
1435,기업은행,039181,강일동,지점,,,,강동본부,서울특별시,강동구,강일동,,675-4,아리수로93길 9,2011-06-08 00:00:00,02-442-6351
1436,기업은행,039262,순천향대학교 서울병원(출),출장소,,,이태원,중부본부,서울특별시,용산구,한남동,,657-58,대사관로 59,2011-08-16 00:00:00,02-796-9902~5
1437,기업은행,039291,여의도IFC,지점,,,,강서제주,서울특별시,영등포구,여의도동,,23,국제금융로 10,2012-02-14 00:00:00,02-6137-9966
1438,기업은행,039356,상암동,지점,,,,강서제주,서울특별시,마포구,상암동,,1622,성암로 189,2012-08-06 00:00:00,02-375-8073~7
1439,기업은행,039437,가산테크노,지점,,,,남부본부,서울특별시,금천구,가산동,,543-1,서부샛길 606,2012-11-13 00:00:00,02-861-8851~5
1440,기업은행,039563,이동점포(U-IBK3호),출장소,,,,본부직할,서울특별시,중구,을지로2가,,50,을지로 79,2013-03-06 00:00:00,
1441,기업은행,039644,동여의도,지점,,,,강서제주,서울특별시,영등포구,여의도동,,34-1,국제금융로 52,2014-06-23 00:00:00,02-3775-5101
1442,기업은행,039864,문정법조타운,지점,,,,강동본부,서울특별시,송파구,문정동,,644-2,법원로11길 7,2016-05-26 00:00:00,02-3400-6100~1
1443,기업은행,039880,마곡발산역,지점,,,,강서제주,서울특별시,강서구,마곡동,,797-4,공항대로 261,2016-10-20 00:00:00,02-2630-0801
1444,기업은행,039958,역삼WM센터,지점,,,,본부직할,서울특별시,강남구,역삼동,,825,강남대로 390,2017-10-25 00:00:00,02-2046-1071
1445,기업은행,430081,구로동기업금융,지점,,,,남부본부,서울특별시,구로구,구로동,,817,디지털로32길 55,2018-07-16 00:00:00,02-2081-4091
1446,기업은행,430337,성수화양,지점,,,,중부본부,서울특별시,성동구,성수동2가,,280,아차산로17길 48,2018-08-28 00:00:00,02-2094-7421
1447,국민은행,780472,홍대입구역환전센터(점),출장소,,,서교동,중부,서울특별시,마포구,동교동,0,공항철도 홍대입구역 지하2층,양화로 188,2020-03-26 00:00:00,02-3143-7372
1448,국민은행,780294,송파헬리오시티,지점,,,0,강동,서울특별시,송파구,가락동,0,헬리오시티 1-1A 상가,송파대로 345,2019-11-28 00:00:00,02-400-7591
1449,국민은행,780252,KB InsighT,지점,,,0,IT그룹,서울특별시,영등포구,여의도동,0,광복회관 2층,국회대로62길 15,2019-10-25 00:00:00,02-3775-3834
1450,국민은행,780265,삼성동PB센터,지점,PB,,0,강동,서울특별시,강남구,대치동,0,섬유센터빌딩,테헤란로 518,2019-09-30 00:00:00,02-501-6802
1451,국민은행,192976,동국대학교(점),출장소,,,충무로역,중앙,서울특별시,중구,필동3가,0,동국대학교 혜화관 1층,필동로1길 30,2019-02-18 00:00:00,02-2279-9792
1452,국민은행,192905,광진구청,지점,,,0,동부,서울특별시,광진구,자양동,0,광진구청 종합상황실 2층,자양로 117,2018-12-03 00:00:00,02-3437-9261
1453,국민은행,192895,노원구청,지점,,,0,동부,서울특별시,노원구,상계동,0,노원구청 1층,노해로 437,2018-12-03 00:00:00,02-3392-5961
1454,국민은행,190185,명동(점),출장소,,,명동영업부,본부직할,서울특별시,중구,을지로2가,0,명동아르누보센텀,명동7길 21,2018-08-07 00:00:00,02-779-5572
1455,국민은행,190156,국방부(점),출장소,,,신용산역,중앙,서울특별시,용산구,용산동3가,0,0,이태원로 22,2018-02-13 00:00:00,02-790-8731
1456,국민은행,190143,만리동(점),출장소,,,마포,중부,서울특별시,중구,만리동2가,0,서울역센트럴자이상가 103호,만리재로 175,2018-02-12 00:00:00,02-3148-7792
1457,국민은행,192604,강북삼성병원(점),출장소,,,광화문역,중부,서울특별시,종로구,평동,0,강북삼성병원,새문안로 29,2017-02-06 00:00:00,02-720-9623
1458,국민은행,199924,서울의대(점),출장소,,,혜화동,중앙,서울특별시,종로구,연건동,0,서울대 의과대학 융합관 1층,대학로 103,2016-10-21 00:00:00,02-741-0881
1459,국민은행,199911,중앙보훈병원(점),출장소,,,길동,강동,서울특별시,강동구,둔촌동,0,중앙관 지하1층,진황도로 61길 53,2016-10-10 00:00:00,02-488-6925
1460,국민은행,199898,문정법조,지점,,,0,강동,서울특별시,송파구,문정동,0,문정현대지식산업센터 A동 2층,법원로 11길 7,2016-09-06 00:00:00,02-449-6491
1461,국민은행,199885,동양미래대(점),출장소,,,고척동,강서,서울특별시,구로구,고척동,0,8호관 1층,경인로 445,2016-09-01 00:00:00,02-2689-7320
1462,국민은행,199762,코레일유통(점),출장소,,,영등포구청역,강서,서울특별시,영등포구,당산동3가,0,코레일유통빌딩 2층,국회대로 612,2016-07-18 00:00:00,02-2069-0126
1463,국민은행,199306,명동대기업금융센터,지점,기업,,0,본부직할,서울특별시,중구,을지로2가,0,교원내외빌딩,을지로 51,2016-01-18 00:00:00,02-2073-2685
1464,국민은행,199319,여의도대기업금융센터,지점,기업,,0,본부직할,서울특별시,영등포구,여의도동,0,3층,국제금융로8길 26,2016-01-18 00:00:00,02-2073-8895
1465,국민은행,199322,강남대기업금융센터,지점,기업,,0,본부직할,서울특별시,강남구,역삼동,0,KB손해보험빌딩 8층,테헤란로 117,2016-01-18 00:00:00,02-569-5737
1466,국민은행,199584,서울역환전센터(점),출장소,,,서울역,중앙,서울특별시,용산구,동자동,0,공항철도 서울역 지하2층,청파로 378,2016-01-04 00:00:00,02-393-9184
1467,국민은행,199241,상암미디어(점),출장소,,,상암DMC,중부,서울특별시,마포구,상암동,0,DDMC 빌딩 1층,매봉산로 75,2015-08-27 00:00:00,02-304-6085
1468,국민은행,199128,KCC(점),출장소,,,신논현역,강남,서울특별시,서초구,서초동,0,금강빌딩,사평대로 344,2015-03-02 00:00:00,02-534-8911
1469,국민은행,199076,KT광화문(점),출장소,,,KT,경기남,서울특별시,종로구,청진동,0,KT광화문빌딩 동관,종로3길 22외 31,2015-01-26 00:00:00,02-739-6608
1470,국민은행,198954,문래동에이스,지점,,,0,강서,서울특별시,영등포구,문래동6가,0,에이스하이테크시티 2,선유로 13길 25,2014-12-03 00:00:00,02-3667-9611
1471,국민은행,198679,문정파크하비오,지점,,,0,강동,서울특별시,송파구,문정동,0,파크하비오,송파대로 111,2013-10-21 00:00:00,02-403-8639
1472,국민은행,198543,가재울뉴타운,지점,,,0,중부,서울특별시,서대문구,북가좌동,0,DMC래미안E편한세상아파트 202동,수색로 100,2013-05-31 00:00:00,02-373-6612
1473,국민은행,198514,우면동,지점,,,0,강남,서울특별시,서초구,우면동,0,네이처프라자 2층,태봉로 62,2013-05-20 00:00:00,02-2058-1754
1474,국민은행,198530,어린이대공원역,지점,,,0,동부,서울특별시,광진구,군자동,0,0,광나루로 369,2013-05-06 00:00:00,02-3409-9213
1475,국민은행,198213,가산라이온스밸리,지점,,,0,남부·경기중앙,서울특별시,금천구,가산동,0,우림라이온스밸리 C동 103호,가산디지털1로 168,2012-11-26 00:00:00,02-2026-3501
1476,국민은행,198297,대림성모병원(점),출장소,,,대림동,남부·경기중앙,서울특별시,영등포구,대림동,0,2층,시흥대로 655,2012-09-24 00:00:00,02-849-9607
1477,국민은행,198174,여의도IFC(점),출장소,,,증권타운,남부·경기중앙,서울특별시,영등포구,여의도동,0,0,국제금융로 10,2012-08-27 00:00:00,02-6137-9775
1478,국민은행,197926,가산벤처,지점,,,0,남부·경기중앙,서울특별시,금천구,가산동,0,이앤씨드림타워8차 103호,가산디지털1로 45,2012-02-10 00:00:00,02-852-4807
1479,국민은행,197010,서울과기대 테크노(점),출장소,,,태릉역,동부,서울특별시,노원구,공릉동,0,서울과학기술대학교 100주년기념관 1층,공릉로 232,2011-01-27 00:00:00,02-3296-5082
1480,국민은행,196930,역삼서(점),출장소,,,역삼동,강남,서울특별시,강남구,역삼동,0,0,강남대로 318,2010-09-09 00:00:00,02-3452-1791
1481,국민은행,196710,반포역,지점,,,0,강남,서울특별시,서초구,잠원동,0,뉴타운빌딩 1층,신반포로 257,2009-10-15 00:00:00,02-3482-2389
1482,국민은행,196532,왕십리역,지점,,,0,동부,서울특별시,성동구,행당동,0,왕십리민자역사 1층,왕십리광장로 17,2009-02-18 00:00:00,02-2200-1492
1483,국민은행,196341,숭실대역,지점,,,0,남부·경기중앙,서울특별시,동작구,상도동,0,상도엠코타운1단지상가 1동,상도로 346-1,2008-12-03 00:00:00,02-817-9104
1484,국민은행,196493,마곡역,지점,,,0,강서,서울특별시,강서구,마곡동,0,푸리마타워,공항대로 190,2008-11-27 00:00:00,02-2667-4184
1485,국민은행,196590,도곡,지점,,,0,강동,서울특별시,강남구,도곡동,0,삼성 SEI 타워 2층,언주로 30길 39,2008-11-20 00:00:00,02-2057-7313
1486,국민은행,196435,양재PB센터,지점,PB,,0,강남,서울특별시,서초구,양재동,0,EL타워 2층,강남대로 213,2008-10-08 00:00:00,02-2057-7091
1487,국민은행,196448,아시아선수촌(점),출장소,,,잠실새내역,강동,서울특별시,송파구,잠실동,0,아시아선수촌상가 2층,올림픽로4길 17,2008-09-04 00:00:00,02-416-6194
1488,국민은행,196396,구파발역,지점,,,0,중부,서울특별시,은평구,진관동,0,2층,"진관2로 15-46, 2층",2008-09-02 00:00:00,02-385-5105
1489,국민은행,196095,강남스타PB센터,지점,PB,,0,본부직할,서울특별시,강남구,역삼1동,0,강남파이낸스센터 21층,테헤란로 152,2008-04-10 00:00:00,02-3445-0098
1490,국민은행,196053,봉화산역,지점,,,0,동부,서울특별시,중랑구,신내동,0,"금강리빙스텔 201,217호",신내로 211,2008-02-13 00:00:00,02-3422-0229
1491,국민은행,196024,삼성타운,지점,,,0,강남,서울특별시,서초구,서초동,0,삼성물산본사 1층,서초대로74길 14,2008-01-17 00:00:00,02-523-7193
1492,국민은행,195973,서울대입구역,지점,,,0,남부·경기중앙,서울특별시,관악구,봉천동,0,대우디오슈페리움2단지 2층,관악로 168,2007-12-27 00:00:00,02-884-8604
1493,국민은행,195986,상암DMC,지점,,,0,중부,서울특별시,마포구,상암동,0,전자회관 1층,월드컵북로54길 11,2007-12-24 00:00:00,02-6388-6204
1494,국민은행,195782,스타시티PB센터,지점,PB,,0,동부,서울특별시,광진구,자양동,0,The Classic500 A동 2층,능동로 90,2007-10-08 00:00:00,02-457-8229
1495,국민은행,195478,구로디지털(점),출장소,,,디지털밸리,남부·경기중앙,서울특별시,구로구,구로동,0,이앤씨벤쳐드림타워6차 1층,디지털로31길 41,2007-09-14 00:00:00,02-858-9424
1496,국민은행,195261,잠실롯데PB센터,지점,PB,,0,강동,서울특별시,송파구,잠실동,0,롯데호텔 4층,올림픽로 240,2007-05-30 00:00:00,02-422-9706
1497,국민은행,195368,까치산역,지점,,,0,강서,서울특별시,강서구,화곡동,0,0,강서로 48,2007-05-14 00:00:00,02-2606-6832
1498,국민은행,195355,영등포하이테크,지점,,,0,강서,서울특별시,영등포구,문래동3가,0,에이스하이테크시티 1동 116호,경인로 775,2007-05-14 00:00:00,02-2678-9563
1499,국민은행,194644,가산IT,지점,,,0,남부·경기중앙,서울특별시,금천구,가산동,0,롯데IT캐슬 1층,가산디지털2로 98,2006-09-27 00:00:00,02-867-1462
1500,국민은행,194657,도곡렉슬,지점,,,0,강동,서울특별시,강남구,도곡동,0,도곡렉슬상가 4층,선릉로 225,2006-05-26 00:00:00,02-2057-2672
1501,국민은행,194217,가산디지털,지점,,,0,남부·경기중앙,서울특별시,금천구,가산동,0,삼성리더스타워 1층,벚꽃로 286,2005-10-26 00:00:00,02-2026-6213
1502,국민은행,194178,갤러리아팰리스(점),출장소,,,잠실중앙,강동,서울특별시,송파구,잠실동,0,갤러리아팰리스 A동 213호,올림픽로 212,2005-07-22 00:00:00,02-2145-4000
1503,국민은행,194013,봉은사역,지점,,,0,강동,서울특별시,강남구,삼성동,0,미켈란 107,영동대로 602,2005-03-22 00:00:00,02-539-2218
1504,국민은행,193564,명동스타PB센터,지점,PB,,0,본부직할,서울특별시,중구,을지로2가,0,내외빌딩 6층,을지로 51,2004-12-15 00:00:00,02-779-5631
1505,국민은행,193548,청담PB센터,지점,PB,,0,강남,서울특별시,강남구,청담동,0,트리니티플레이스빌딩 6층,압구정로 416,2004-11-10 00:00:00,02-514-9480
1506,국민은행,43782,올림픽PB센터,지점,PB,,0,강동,서울특별시,송파구,방이동,0,올림픽상가,양재대로 1222,2004-08-02 00:00:00,02-431-4014
1507,국민은행,193247,수락산역,지점,,,0,동부,서울특별시,노원구,상계동,0,0,동일로 1701,2004-05-04 00:00:00,02-2091-0043
1508,국민은행,64059,목동PB센터,지점,PB,,0,강서,서울특별시,양천구,목동,0,2층,목동동로 381,2004-02-23 00:00:00,02-2645-8476
1509,국민은행,63649,방배PB센터,지점,PB,,0,강남,서울특별시,서초구,방배동,0,예강빌딩 2층,동광로 89,2004-02-02 00:00:00,02-3482-8472
1510,국민은행,192840,북한산시티,지점,,,0,중앙,서울특별시,강북구,미아동,0,SK북한산시티 단지내상가,솔샘로 184,2003-11-21 00:00:00,02-983-4063
1511,국민은행,192785,신도봉,지점,,,0,동부,서울특별시,도봉구,방학동,0,도봉월드빌딩상가 1층,마들로 650,2003-08-14 00:00:00,02-3493-6143
1512,국민은행,192772,한국무역보험공사(점),출장소,,,동아미디어,중앙,서울특별시,종로구,서린동,0,한국무역보험공사빌딩 1층,종로 14,2003-08-04 00:00:00,02-738-5103
1513,국민은행,192743,수서역,지점,,,0,강동,서울특별시,강남구,수서동,0,로즈데일오피스텔 2층,광평로 280,2003-06-24 00:00:00,02-3414-3403
1514,국민은행,192691,여의도리버타워(점),출장소,,,동여의도,남부·경기중앙,서울특별시,영등포구,여의도동,0,0,63로 36,2003-06-13 00:00:00,02-782-8082
1515,국민은행,192688,강남구청역,지점,,,0,강남,서울특별시,강남구,논현동,0,강남파로스타워 2층,학동로 343,2003-06-10 00:00:00,02-3448-5164
1516,국민은행,192248,서초PB센터,지점,PB,,0,강남,서울특별시,서초구,서초동,0,3층,서초중앙로24길 41,2003-04-30 00:00:00,02-3482-3201
1517,국민은행,192251,이촌PB센터,지점,PB,,0,중앙,서울특별시,용산구,이촌1동,0,2층,이촌로 206,2003-04-30 00:00:00,02-3785-2020
1518,국민은행,192206,화곡역,지점,,,0,강서,서울특별시,강서구,화곡동,0,0,강서로 177,2003-03-21 00:00:00,02-2065-9503
1519,국민은행,192060,낙성대역,지점,,,0,남부·경기중앙,서울특별시,관악구,봉천동,0,0,남부순환로 1926,2003-02-19 00:00:00,02-886-6605
1520,국민은행,192073,대청역,지점,,,0,강동,서울특별시,강남구,개포동,0,대청타워,개포로 623,2003-02-13 00:00:00,02-3414-2533
1521,국민은행,192086,일원역,지점,,,0,강동,서울특별시,강남구,일원동,0,신영프라자 2층,일원로 95,2003-02-13 00:00:00,02-3414-0242
1522,국민은행,192057,건대역,지점,,,0,동부,서울특별시,광진구,화양동,0,웅진빌딩,아차산로 213,2003-02-13 00:00:00,02-2205-2633
1523,국민은행,191964,도곡스타PB센터,지점,PB,,0,본부직할,서울특별시,강남구,도곡2동,0,삼성SEI타워 10층,언주로30길 39,2002-12-06 00:00:00,02-2057-6151
1524,국민은행,191977,압구정스타PB센터,지점,PB,,0,본부직할,서울특별시,강남구,신사동,0,LG패션 서관 3층,압구정로 230,2002-11-21 00:00:00,02-3448-4700
1525,국민은행,190376,디지털밸리,지점,,,0,남부·경기중앙,서울특별시,구로구,구로동,0,에이스트윈타워2차 1층,디지털로 273,2002-07-01 00:00:00,02-866-7626
1526,국민은행,63788,강남파이낸스,지점,,,0,강남,서울특별시,강남구,역삼동,0,강남파이낸스센터 3층,테헤란로 152,2001-12-24 00:00:00,02-2112-2412
